rbd,prom_prioritario
5569,.70588237
5121,.84615386
3797,.64999998
16685,.7735849
1302,.84615386
725,.93333334
40064,.44999999
8854,.31578946
12741,.36363637
20041,.80000001
450,.73333335
9674,.71428573
2166,.30952382
9940,.36507937
1742,.66666669
8503,.51020408
7833,.8125
668,.64516127
25484,.55172414
1217,.44444445
4500,.62962961
25936,.53968257
9347,.55932206
25197,.46666667
2520,1
11155,.78125
2233,.69565219
2455,.40983605
144,.69696969
2401,.5625
1455,.61538464
8634,.40000001
418,.66666669
31445,.53846157
2826,.89999998
5645,.86486489
9738,.67647058
11277,.74509805
1582,.67346936
5226,.82926828
9209,.43589744
3059,.75609756
10432,.73170733
25389,.5
17693,.87234044
22495,.80952382
3795,.5714286
708,.69696969
1853,.95454544
1755,.56321841
10680,.61904764
4207,.66666669
4530,.58333331
15515,.6875
12037,.67391306
24212,.45454547
20215,.89999998
5208,.9285714
5374,.92500001
2099,.55172414
2823,.68965518
9341,.75
16751,.49152541
40422,.90566039
24978,.68493152
10475,.42857143
10873,.67500001
1174,.83333331
25390,.82352942
10350,.38095239
7872,.88
5774,.63999999
1472,.92000002
8818,.38095239
2266,.9130435
343,.42857143
12652,.64705884
2339,.80000001
161,.82608694
10713,.61016947
13542,.72727275
8490,.18181819
22355,.96296299
3264,.92307693
9283,.56097561
7643,.7027027
3128,.71428573
12775,.54545456
1255,.76666665
25039,.39622641
1448,.66666669
15632,.71428573
303,.78571427
5326,1
1474,.80000001
5372,.73913044
25882,.53968257
10561,.78571427
9182,.63999999
20008,.62857145
25655,.31914893
5680,.47058824
25061,.7027027
2387,.76666665
1059,.64285713
1708,.89285713
1966,.72727275
8457,.54385966
2524,.84615386
22351,.15000001
22546,.6875
3310,.625
9097,.2962963
10095,.7647059
8325,.78431374
7541,.81818181
9299,.5
22612,.86363637
9213,.82499999
3716,.86666667
11336,.65714288
10452,.60000002
1884,.70588237
11544,.875
10839,.77777779
8685,.69230771
20137,.40816328
8546,.60000002
5683,.83333331
4810,.64516127
1860,.76271188
10455,.64999998
25032,.75903612
3002,.54545456
26135,.52564102
10753,.60606062
8652,.36000001
3672,.95238096
7669,1
12747,.85526317
7133,.87878788
9972,.52499998
10771,.375
12761,.63333333
9147,.58139533
1394,.71428573
19950,.89473683
2279,.53846157
461,.92592591
25387,.47413793
17920,.6438356
24885,.67213112
566,.93103451
67,.32142857
11994,.61904764
7658,.85714287
11501,1
26110,.40625
10473,.73846155
7352,1
12604,.51111114
2379,.72972971
2121,.66315788
14659,.72727275
1521,.81481481
12243,.875
7205,1
8690,.627451
11472,.72222221
5656,.6111111
22542,.44827586
25448,.52054793
1247,.75
24713,.21428572
14788,.7096774
5832,1
10058,.22727273
10484,.50793654
613,.484375
12005,.74193549
7544,.83333331
12295,.33333334
2027,.77777779
16728,.33333334
4952,.71929824
4186,.63636363
25225,.70689654
7665,.85185188
38,.86956519
2079,.58333331
10336,.45901638
408,.65517241
9875,.55172414
2017,.85714287
2150,.13636364
10333,.54545456
13205,.375
25558,.125
9288,.80952382
25304,.53571427
10457,.72289157
9845,.52238804
40176,.69999999
13181,.78688526
6777,.64999998
31267,.46153846
14332,.25
1397,.64705884
8623,.5
26045,.5
3638,.60714287
5196,1
1541,.93333334
5353,.94444442
24935,.76595747
2055,.65789473
11716,.78571427
2796,.81818181
9870,.64285713
9416,.63157892
11348,.36363637
126,.67272729
2517,.5
9892,.38095239
17725,.61538464
254,.41176471
10563,.77777779
5604,.92307693
1697,.72727275
6935,.63636363
16477,.36842105
26117,.65625
1577,.76190478
4744,.46666667
2427,.86666667
14687,.57894737
25788,.5
5782,.48979592
25713,.42857143
1734,.35555556
9587,.64864862
3984,.90909094
10032,.5
3776,1
8479,.85714287
5315,.71641791
650,.51351351
16535,.54385966
6791,.875
25395,.60000002
5816,.25641027
2116,.59016395
12667,.25806451
11818,.85294116
6204,.72222221
40038,.80000001
6071,.63333333
10705,.64285713
463,.7647059
10076,.5625
40256,.59740257
1549,.63999999
11719,.82857144
14534,.5
6053,.75
9373,.41304347
20025,.36000001
5221,.80000001
5862,.84615386
7896,1
25059,.390625
5283,.84615386
13512,.66666669
7418,.8888889
421,.68493152
9612,.78787881
10791,.67272729
10594,.625
13462,.7241379
25153,.36956522
8756,.44230768
1087,.86956519
13513,.8611111
5180,.81818181
16748,.51785713
1405,.46511629
7714,.8888889
9110,.83333331
22186,.75
2714,.875
17814,.6875
25385,.39130434
8375,.81355929
2124,.78947371
10754,.80701756
17765,.39473686
6398,.7241379
6710,.93333334
2867,.72340423
16476,.54545456
2884,.77777779
4452,.46376812
3203,.41249999
8544,.5
3530,.69333333
10649,.69444442
3726,.80769229
10769,.48979592
6852,.90909094
256,.30232558
11949,.375
14314,.36842105
8530,.34615386
2454,.34328359
22309,.75999999
1183,.5625
18007,.2631579
1769,.39130434
3835,.89999998
2112,.55172414
4312,.91666669
10201,.73913044
7250,.89999998
31078,.34999999
14825,.75757575
410,.84126985
4175,.59574467
9616,.76363635
7774,.66666669
31266,.91666669
10364,.5
11936,.60000002
6452,.86956519
5284,.98148149
350,.42222223
4822,.48717949
206,.85714287
7496,.71428573
31302,.65384614
10300,.9285714
8455,.33333334
2179,.42424244
8488,.5625
26219,.69047618
9853,.90322578
630,.84848487
7419,.875
2825,.70588237
20153,.40000001
9551,.61904764
9366,.61403507
4201,.68965518
4331,.8214286
2057,.84615386
15643,.72727275
2656,.55882353
543,.69230771
13633,.38095239
24307,.23076923
5154,.75609756
25042,.37349397
2715,.92592591
25842,0
7050,.6875
4667,.58823532
8928,.40860215
452,.7241379
3292,.58823532
25790,.53571427
1194,.44444445
1423,.90909094
618,.68888891
2611,.85365856
14537,.68000001
3356,.71428573
16459,.84210527
5344,.74509805
6027,.82758623
5286,.77499998
536,.89999998
1019,.81818181
11405,.69999999
18112,.78048778
1684,.76363635
56,.28
13486,.59677422
7832,.82608694
12534,.72164947
7825,.71428573
40331,.84210527
4811,.78378379
7115,.88235295
10377,.66666669
9187,.46666667
25423,.75757575
24486,.27906978
22752,.9512195
7441,.85714287
9131,.45833334
3110,.77083331
1263,.65909094
1997,.55882353
10741,.64285713
24898,.46666667
326,.74074072
4724,.7096774
40194,.52941179
5716,.54166669
10546,.609375
25543,.83333331
9574,.63157892
4180,.67500001
25916,.5106383
3166,.78048778
9069,.78947371
13627,.54545456
3250,.83333331
26379,.375
2472,1
24305,.5
7632,.80000001
11906,.59375
12659,.7241379
10569,.89473683
17833,.30769232
25969,.3897059
9593,.83333331
2336,.93333334
355,0
2139,.85000002
22436,.70588237
1892,.89999998
5193,.83333331
10021,.66666669
767,.52777779
12970,.42307693
14716,.2631579
9510,.6875
7664,.78125
1191,.66666669
4181,.73333335
10250,.79069769
1280,1
766,.5496183
17657,.51999998
4408,.90625
7724,.64705884
7992,.5
14539,.84615386
1294,.51428574
852,.875
3980,.92307693
8925,.23076923
1868,.62962961
3329,.92592591
1909,.34
2660,.76923078
14506,.41176471
1891,.83999997
9684,.68181819
25899,.56410259
10472,.62857145
3674,.77777779
25189,.9285714
2047,.58333331
2043,.78378379
1757,.43333334
25766,.34615386
25814,.55000001
9950,.5
3552,.85714287
40101,.4054054
6112,.45783132
16807,.66666669
24231,.67567569
1264,.9375
24406,.31578946
13167,.84210527
4048,.69230771
16676,.86419755
25675,.36363637
2182,.73913044
24498,.6388889
1595,.45454547
3768,.86363637
10085,.63934427
4575,.6875
10224,.3968254
590,.25806451
2119,.88
1192,.82352942
19922,.85714287
10881,.625
12587,.33333334
24459,.85714287
10252,.72727275
25328,.1875
6896,.49275362
5127,.74137932
18066,.67741936
25779,.6630435
9663,.65625
4814,.80952382
25206,.55555558
489,.65517241
8849,.28
9337,.53846157
2565,.64285713
5634,.85714287
3465,.76923078
25525,.52631581
10187,.44444445
14678,1
40343,.5
7722,.83333331
10626,.66666669
1014,.78787881
2155,.69230771
4832,.84615386
25647,.69230771
24930,.61290324
9886,.86956519
5001,.6785714
8243,.80000001
2313,.85714287
2957,.73469388
13427,.5535714
2226,.83333331
31052,.31999999
4994,.80952382
24717,.49275362
10852,.66666669
11130,.32142857
15510,0
10036,.54285717
12241,.45454547
10621,.65217394
10226,.52542371
6137,.33333334
20042,.84615386
17750,.57961786
14507,.69230771
4200,.78260869
10447,.58974361
2461,.82352942
22707,1
10464,.71428573
15793,.51851851
7989,.33333334
9289,.67741936
10199,.5777778
4616,.86842108
10168,.55172414
1274,.42857143
9716,.71428573
6090,.78378379
13177,.90384614
8201,1
16644,.72972971
1311,.69230771
4561,.81818181
12237,.66666669
13149,.33333334
17902,.60000002
6188,.52083331
10014,.52941179
17737,.88235295
203,.779661
4000,.76086956
10520,.75294119
6351,.92307693
2020,.75999999
15726,.70769233
26272,.16666667
1363,.72727275
24327,.25714287
15650,.22222222
11462,.81818181
356,.33333334
4890,.61538464
799,.74000001
14764,.33333334
2800,.80000001
26053,.34693879
8581,.60000002
25895,.42307693
4375,1
16491,.60000002
20016,.71698111
8497,.85714287
8728,.64102566
14308,.79166669
2917,.78571427
9665,.66666669
3675,.7368421
1911,.64516127
10879,.86666667
7907,.66666669
5761,.8888889
14902,.46666667
2782,.38202247
2487,.78260869
10606,.53846157
9618,.64210528
5441,.9375
9206,.65934068
4818,.57894737
10478,.42222223
2947,.875
2390,.5714286
1699,.6785714
25929,.5479452
4406,.59722221
12719,.6857143
40184,.68965518
9786,.64102566
22146,.9130435
10692,.3611111
22688,.70769233
15585,.34615386
31190,.54545456
8666,.43333334
40114,.6081081
22029,.23076923
25101,.4025974
578,.86666667
4405,.71428573
9924,.23333333
31130,.54545456
3668,.80000001
3298,.44827586
10503,.21951219
12573,.34615386
3291,.89999998
2626,.68181819
2185,.5714286
22692,.5
11715,.75999999
1500,.86206895
8085,.83333331
10672,.72222221
9278,0
5339,1
5596,.55319148
4852,.89999998
22663,.33333334
4611,.78571427
14289,.6388889
10827,.69999999
1210,.81481481
16770,.48387095
9883,.62068963
3480,.84615386
499,.8125
24684,.55555558
24317,.083333336
3869,1
1795,.13043478
9852,.32894737
10365,.60869563
1128,.81481481
10253,.56818181
7339,.81818181
1596,.68115944
2115,.76666665
3782,1
13118,.8108108
737,.89999998
1318,.90909094
8256,.84375
8592,.35416666
10519,.72000003
14675,.53333336
4808,.72222221
6933,.75
4712,.70212764
26362,.59677422
14510,.52631581
9145,.33333334
977,.5
710,.71428573
10696,.57407409
6695,1
2868,.72222221
2866,.71428573
25462,.71666664
16441,.47368422
4626,.74666667
24657,.59375
2956,.56
9768,.39393941
10500,.6885246
9564,.30000001
40047,.78571427
2875,.89999998
7031,.8125
1424,.74074072
11323,.67123288
22327,.60655737
2805,.86666667
9733,.48275861
17912,.28947368
7337,.73809522
5112,.95454544
10338,.61538464
9759,.36000001
8158,.66666669
10205,.80645162
9162,.43137255
10567,.45833334
3313,.75
16715,.51923078
1678,.78260869
31343,.421875
14862,.7647059
5465,.59649122
12605,.53333336
7685,.81818181
2416,.70833331
15502,.67741936
13314,.46478873
1653,.34782609
12225,.46478873
10267,.80952382
26341,.76666665
5002,1
18042,.77142859
7023,.66666669
31219,.48648649
6644,.5
1792,.2857143
1316,.5714286
1168,.69999999
420,.7241379
581,.32258064
995,.75
22191,.5633803
10862,.80000001
14526,.63157892
2458,.64864862
1756,.6557377
22260,.63999999
25718,.33333334
1842,.43589744
25852,.33333334
12302,.85714287
10035,.56
5872,1
5387,.83333331
11962,.090909094
617,.71428573
1197,.52380955
22462,.83783782
9676,.61666667
22657,.71428573
25770,.33333334
15682,.21052632
17607,.33333334
3815,.875
3436,.76923078
9816,.42424244
7343,.56410259
25218,.42592594
4983,.84615386
19953,1
24689,.55555558
4839,.91666669
14649,.625
9411,.83333331
12,.80769229
1390,.85714287
24812,.53225809
4177,.78947371
1581,.36842105
982,.72727275
12872,.53846157
24213,.70588237
444,.82352942
769,.26984128
17600,.27083334
11107,.38461539
2559,.6785714
10818,.81818181
116,.70588237
8408,.68292683
3758,1
9201,.5
8339,.91666669
14641,.55555558
5646,.92307693
11743,.89473683
25580,.35416666
26028,.38461539
10159,.66666669
5706,.84375
11837,.66666669
10411,.66666669
4043,.90909094
12591,.52747256
2764,.66666669
6497,.9375
40352,.66666669
14452,.45454547
4679,.2
301,.5714286
17746,.66666669
7063,.80952382
5015,.63999999
4446,.72131145
9490,.41176471
10200,.59574467
8703,.55555558
8366,.80000001
113,.71014494
25839,.55555558
40291,.41176471
14299,.61538464
45,.55813956
7147,1
10645,.625
10143,.77777779
15621,.38709676
1288,.30769232
990,.84210527
3745,.80392158
17875,.70833331
692,.81481481
7404,.9285714
3670,.68518519
24876,.77777779
22499,.57534248
9415,.71428573
3667,.60000002
12309,.40625
11914,.61904764
14770,.58730161
4633,.33333334
4641,.57999998
3352,.94444442
2218,.50980395
5611,.58974361
22014,.54838711
6725,1
232,.71153843
10305,.73333335
6393,1
1851,.67741936
11471,1
6726,.91666669
13135,.58823532
1149,.5714286
9701,.79166669
17679,.78947371
7508,.83333331
15596,.61904764
411,.74000001
10425,.81034482
10740,.55000001
17703,.296875
12672,.28947368
3671,.71428573
9861,.62962961
1248,.76923078
2920,.86956519
2319,.79166669
6253,.7647059
4866,.30769232
5730,.93333334
25540,.61643833
11793,.69230771
5767,.9285714
987,.50769234
14565,.70833331
1696,.53846157
2151,.37037036
4779,.46511629
5814,.3888889
848,.65517241
10768,.42307693
20091,.66666669
40298,.45652175
16424,.62068963
11224,.44827586
5538,.88636363
7704,.64864862
24675,.34482759
753,.46153846
26269,.57746476
481,.75862068
5373,1
4617,.56666666
10493,.42857143
4560,.93333334
4725,.68421054
24438,.31999999
1934,.39583334
10747,.66666669
11707,.5945946
2927,.77419353
25114,.57534248
9887,.53125
1542,.90625
1635,.29411766
3107,1
2333,1
9375,.72972971
3717,.578125
9841,.734375
10742,.625
24431,.40000001
4454,.60000002
3022,.60000002
3783,1
729,.89999998
25442,.20833333
14707,.23076923
1515,.77999997
11867,.61538464
3610,.78947371
17903,.58620691
16997,.4375
953,1
7583,1
757,.75
2803,.68421054
2935,.70731705
1609,.60000002
10764,.89655173
10182,.55172414
2965,.69999999
10915,.60000002
5140,.8888889
25927,.16666667
10515,.6388889
20096,.55172414
14865,.85714287
5919,.61538464
10865,1
3325,.60000002
5133,1
4750,.65217394
7543,.75
5582,.76190478
12113,.92105263
9111,.8125
11157,.3888889
3654,.65714288
14674,.42553192
8969,0
12944,.73972601
14881,.67441863
11248,.75
2562,.84615386
2756,.7647059
4666,.33333334
22641,.42424244
10422,.55172414
312,.40625
7874,.83333331
1292,.52631581
25465,.58620691
4589,.66666669
666,.71428573
9882,.47499999
10260,.64285713
15768,.92000002
9533,.84615386
3588,1
18223,.76190478
16502,.60714287
22255,.78947371
31090,.64285713
2174,.5471698
7679,.59090906
10736,.76923078
2958,.7735849
17698,.85294116
5624,.82608694
8562,.66666669
2223,.74576271
1969,.64705884
15757,.72222221
1145,1
24972,.5945946
8625,.60000002
12823,.53333336
2096,.64705884
9504,.53398061
25941,.60000002
10676,.53846157
9930,.4848485
8176,1
24769,.41176471
12183,.33333334
12058,.71929824
14643,.3888889
17687,.20930232
3855,.8888889
7231,.58823532
17779,.51724136
5049,.96428573
12192,.83999997
7958,.67346936
2206,.74285716
7641,.69999999
7170,1
25961,.125
12602,.75757575
24751,.5
15614,.72000003
6589,.90909094
2817,.625
25733,.34328359
13475,.76363635
4443,.94999999
4731,.78571427
12118,.75
2453,.64444447
8535,.46666667
25238,.54166669
25359,.5
15501,.75862068
4199,.76923078
2075,.70731705
9008,.62068963
13143,.87878788
4311,1
20154,.73333335
10123,.72972971
5580,.64444447
3368,.89999998
8437,.63636363
24790,.68421054
17876,.49019608
10686,.69387758
5021,.85714287
20227,.75
9406,.36363637
8264,.81481481
22493,.91176468
1514,.69999999
3735,.45161289
14639,.83333331
4453,.68181819
8424,.60000002
3381,.9375
7818,.80952382
9544,.47826087
22343,.6875
7959,.69565219
7510,.69230771
25269,.15384616
3664,.94117647
14923,.46875
8100,.90909094
14823,.55555558
1204,.61538464
24894,.625
3303,.5
10125,.80000001
7059,.76190478
3683,.83333331
16945,.63999999
13134,.81395346
1445,.75
9102,.44736841
4456,1
9741,.76923078
4410,.88235295
20074,.5945946
10516,.75609756
18216,.7037037
10245,.36538461
4831,.66666669
9788,.46153846
8684,.60000002
255,.55319148
18097,.35714287
2664,.84615386
10107,.71428573
2321,.9375
8417,.86363637
14376,.72222221
9127,.67924529
3019,.80000001
12716,.75
24864,.39215687
24879,.85185188
16460,.59322035
3134,.89999998
6460,.73076922
3663,.65714288
7349,.63636363
1691,1
9185,.30645162
3202,.38028169
357,.22222222
26075,.76190478
5084,.6875
10880,.5
10610,.36065573
11931,.47058824
3238,.77777779
22175,.89285713
11926,.73913044
11909,.75757575
40299,.40000001
7785,.80000001
2456,.82222223
14375,.55882353
2008,.77777779
8345,.7647059
4659,.37254903
24881,.43478259
3056,.71212119
25002,.77611941
5625,.9375
4139,.76923078
1965,.83999997
9430,.56
8762,.5
1329,.66666669
127,.33333334
2584,.76666665
230,.6226415
22337,.89999998
4586,.79310346
7628,.67647058
14706,.86666667
5597,.5869565
10426,.76190478
7403,.56716418
9572,.625
11240,.40476191
2694,.76923078
10183,.70588237
24758,.52631581
18114,.5
1724,.74074072
12709,.42857143
5192,1
26033,.36231884
10152,.5
25265,.25
629,.84482759
657,.83333331
16513,.63636363
3143,.78571427
4988,.72727275
10506,.60000002
2734,.75510204
20108,.78260869
1066,.66666669
10479,.5471698
25,.85365856
1465,.72727275
4868,.36666667
16415,.40860215
4644,.45054945
5690,.87878788
6983,.81818181
24716,.79166669
3252,.78787881
25369,.27380952
7710,.58823532
78,.8888889
10097,.8125
14614,.4848485
6773,.89285713
40424,.5
14779,.14285715
8211,.9375
5466,1
6895,.67741936
25914,.85714287
25316,.625
10556,.89655173
4922,.65517241
10239,.61428571
10502,.53191489
3730,.59523809
5622,1
25450,.38461539
12032,.47999999
8133,1
10088,.77419353
22758,.84848487
25727,.26415095
7401,.28070176
4813,.9285714
24960,.55263156
15601,.40625
3872,.86363637
6984,.52631581
10766,.75
2518,.76923078
25526,.53333336
9680,.84210527
3256,.58536583
25976,.64516127
6237,.80000001
17858,.42222223
6593,1
1265,.94444442
16798,.5
12963,.34210527
2863,.43181819
5119,.875
6088,.75
15770,.80000001
4836,.60000002
1543,.88235295
31005,.89999998
14773,.5714286
12079,.76086956
10715,.40983605
4393,1
9960,.21052632
9620,.87179488
9801,.47368422
201,.75609756
10864,1
12762,.54545456
9727,.69230771
15627,.65384614
1528,.73333335
25851,.36842105
9527,.42857143
14699,.31578946
971,.5
22041,.57894737
4960,.73333335
5020,.61363637
10970,.52380955
25485,.77142859
4720,.80000001
10083,.61818182
8348,.79411763
2745,.80000001
16488,.59375
2742,.76595747
9091,.5
16549,.42857143
16589,.78125
2308,.35555556
9150,.72131145
9717,.90476191
1971,.7352941
4736,.48275861
25639,.62857145
11797,.60000002
4506,.81818181
1466,.7096774
10831,.51162791
5725,.54285717
1749,.56666666
10604,.45454547
4760,.52173913
9873,.48148149
1807,.77777779
1484,.30769232
20121,.7037037
7834,.80769229
22283,.65217394
8815,.44827586
12050,.875
9421,.70833331
3960,.48571429
16446,.62666667
15526,.64705884
111,.66666669
2131,.6875
25556,.59322035
9700,.83333331
24989,.66666669
2701,.91666669
9847,.67500001
8520,.57575756
959,.69565219
12505,.63157892
6089,.64285713
24338,.2
1738,.36666667
14606,.62962961
14622,.55555558
1361,.75757575
25028,.69354838
1963,.62962961
8761,0
4834,.81632656
6465,1
1338,.75
14676,.80000001
6459,.80000001
8636,.34375
9502,.64864862
10669,.71794873
620,.7037037
4141,.75
9457,.78260869
10474,.52702701
4630,.49122807
3849,.73333335
10893,.77777779
1689,.77777779
13170,.67567569
9074,.39024389
3382,.81818181
12853,.17647059
8521,.627451
6337,.5714286
17742,1
7020,.83333331
2022,.80952382
2258,.85714287
10019,.47058824
1890,.80000001
9948,.41666666
24448,.36363637
14379,0
1885,.72727275
691,.80952382
20133,.4642857
2049,.37931034
1975,.5625
9993,.76595747
2090,.48717949
10210,.8888889
2563,1
12980,.36000001
1998,.7027027
103,.50877196
5070,.875
847,.71951222
22200,.64516127
24721,.3888889
1161,.63157892
24400,.55000001
14265,.17647059
329,.34782609
31,.94871795
1279,.85714287
2365,.60000002
14211,.5
1450,.54237288
8436,.68292683
26111,.51612902
40329,.80952382
11465,.90909094
25921,.56756759
4627,.36538461
6917,.64516127
25012,.49295774
9200,.72222221
6210,.91666669
2830,.66666669
18065,.81481481
5902,.79411763
9987,.71428573
10301,.64102566
25589,.65517241
3656,.76923078
19921,.5
3551,.77272725
16518,.64705884
3058,.69999999
6349,.80434781
3887,.79591835
24913,.69565219
4585,.72222221
6285,.875
4190,.66666669
2310,.79411763
7648,.8125
8919,0
9588,.94444442
763,.65753424
8676,.52173913
12095,.47826087
336,.5
11706,.85365856
31010,.42857143
1864,.68292683
4087,1
7788,.875
6588,.71428573
4185,.79166669
459,.779661
3609,.86153847
10734,.5535714
11993,.28260869
1579,.68000001
4746,.6875
17859,.34782609
967,.69696969
3977,.89090908
5959,.6111111
5825,.95238096
25508,.27272728
2945,.88235295
9591,.88235295
6135,.8214286
1573,.66666669
25509,.13636364
3731,.72000003
9356,.41791046
10554,.79310346
5539,.69999999
7459,.84210527
25171,.42857143
3387,.83333331
10207,.63636363
22444,1
22313,.84210527
8051,.71428573
8439,.51020408
14420,.5625
231,.47368422
20,.80000001
20129,.56521738
2162,.45833334
6036,1
1569,.6111111
13626,.42857143
14599,.3888889
5088,.68115944
9913,.36000001
4798,0
5861,.56666666
14804,.85000002
31394,.33333334
11548,1
16512,.45161289
1251,.90909094
9598,.77419353
20181,.18181819
24420,.70833331
13610,.6875
20194,.625
9766,.52173913
25808,.33333334
2978,.89655173
10028,.64285713
1989,0
26092,.29411766
10010,.85000002
4714,.65957445
9877,.7647059
14504,.58333331
22558,.8108108
2977,.6875
40025,.80000001
4838,.55555558
25573,.86206895
13474,.84615386
26381,.21052632
10615,.2
7130,.90322578
9077,.76190478
7782,.5
40370,.47058824
1119,.70212764
6504,1
10611,.090909094
8236,.84375
5113,.94117647
24997,.9375
12779,.60000002
5051,.627451
5205,1
22253,.85714287
5425,1
1468,.75
25712,.42857143
582,.31818181
12171,.66666669
1122,.72222221
25356,.5
18218,.97222221
18251,.38461539
367,.81818181
711,.6857143
1438,.94736844
4171,.66666669
10501,.5
14212,.61290324
2761,.82608694
4189,.83333331
6092,.88235295
13103,.75
12868,.38095239
30002,.70833331
8019,.77777779
130,.4375
8547,.64705884
7377,.9375
11812,.48076922
462,.875
5493,1
2065,.89534885
15781,.82352942
2776,.85714287
12649,.72972971
13383,.72727275
19910,1
7647,.70833331
12836,.71621621
10263,.55555558
14210,.50649351
5578,.54216868
8657,.83870965
9531,.54545456
10524,.64285713
125,.52777779
2876,.69999999
24648,.125
5155,.80952382
228,.65957445
646,.69047618
5016,.6708861
9304,.73076922
2409,.73076922
1178,.68181819
8740,.2857143
9609,.75675678
8376,.86956519
1385,.68421054
2459,.83333331
1898,.64999998
2576,.66666669
25642,.88235295
24313,.42857143
8678,.55555558
3483,.74576271
4723,.61194032
18050,.36363637
5054,.41935483
3297,.45454547
11851,.55000001
10465,.65671641
13491,.61194032
2538,1
10404,.75
20248,.84210527
11429,.93333334
3491,.77777779
6336,.71641791
3113,1
3400,.91666669
8114,.82352942
193,.7647059
18249,.42857143
12504,.58064514
3139,.85714287
112,.63829786
589,.375
9595,.78125
10568,.88461536
2910,.89473683
17736,.5714286
9290,.77777779
10743,.7037037
11241,.5
9332,.71794873
14364,.8888889
25303,.83999997
22672,.51612902
5828,.89583331
8714,.71052629
5652,.5
10281,.75862068
3843,.77777779
10835,.65384614
22372,.47368422
14232,.56666666
9100,.33333334
10832,.52857143
284,.5714286
1923,.46666667
25692,.5625
4032,.85000002
10782,.63999999
4953,.71794873
25342,.35714287
5122,.83783782
5608,.90909094
24903,.44444445
2023,1
18170,.7368421
10269,.53846157
8161,.76190478
6686,1
22476,.89473683
17660,.33333334
2249,.68888891
16843,.83999997
9771,.625
16942,.8888889
14760,.68181819
5768,1
25501,.23999999
2542,.86666667
1553,.83720928
40042,.40816328
4172,.71929824
6005,1
10785,.58620691
17778,.63333333
17877,.35294119
12688,.6875
9333,.68000001
13576,.75
288,.44186047
3740,.95454544
22420,.90909094
9428,.75757575
9293,.73076922
9903,.37288135
4732,.6511628
6604,.7368421
8370,1
8845,.60000002
25188,.67647058
1471,.90909094
493,.91666669
16497,.33333334
2944,.59649122
2940,.76923078
713,.81481481
7783,.83333331
8518,.79166669
107,.5625
16427,.28
10495,.70175439
5439,.96153843
12083,.5
5509,.67500001
4572,.63636363
9429,.68965518
1967,.5970149
10091,.66666669
17689,.41379312
6836,.18181819
14234,.83333331
8519,.6785714
40095,1
18111,.7096774
3207,.7719298
16509,.5714286
4582,.89999998
10656,.84615386
9606,.95454544
25094,.45833334
2918,.77777779
8821,.34375
13593,.69696969
20019,.66666669
1610,.74000001
5375,.78947371
6223,.46666667
20175,.94117647
10124,.72972971
3013,.51851851
10140,.56
8533,.54545456
9237,0
14387,.7037037
12509,.2682927
2311,.89655173
7866,.91666669
25331,.80769229
8846,.36363637
366,.40000001
10905,.6875
6397,.89473683
12594,.51428574
2827,.92307693
17924,.51851851
2324,.77777779
14672,.60000002
5726,.69696969
10433,.62857145
8388,.6964286
25832,.55555558
26538,.2888889
17782,.77777779
7749,1
2240,.5
800,.84615386
3677,.78260869
10122,.80000001
40285,.54545456
10376,.55555558
10530,.77777779
6205,.81818181
7333,.72222221
15820,.60000002
15605,.30000001
9810,.53571427
804,.76923078
25017,.57894737
6899,.95833331
10962,.27586207
14511,.73076922
25009,.76744187
4275,.71052629
2506,.5
5181,.91666669
205,.87755102
7140,.85714287
5510,.93333334
40023,.30769232
2164,.58064514
1156,.85714287
25482,.4375
9306,.84615386
3260,.94444442
17848,.72972971
20082,.6875
2786,.30000001
5952,.80000001
10573,.78947371
3304,.63414633
6029,1
20212,.53333336
2282,.58333331
26134,0
10828,.375
15744,.62068963
2471,.64285713
1709,.8125
14896,.31818181
5090,.75
5290,.83333331
413,.77272725
2519,.8125
2081,.68965518
6381,1
4663,.44036698
5435,.54166669
25640,0
12111,.53571427
2894,.73913044
17907,.44444445
10512,.33333334
31203,.5945946
3316,.5
10576,.81818181
7234,1
4646,.33333334
15657,.38297874
22234,.58620691
12121,.5
2997,.61538464
7610,.85714287
3666,1
10851,.51999998
9467,1
522,.70833331
4204,.80000001
6230,1
1718,.91666669
14703,.33333334
9539,.58333331
1585,.6226415
8448,.7647059
10716,.41176471
10337,.53658539
4174,.5777778
293,.60215056
1886,.67741936
4334,.70588237
6765,.85714287
14782,.40909091
9486,.63265306
25804,.42500001
12518,.53225809
8394,.61538464
31042,0
2184,.60000002
9116,.80000001
17733,.85714287
1218,.42424244
6151,1
9599,.8611111
22544,.9285714
6082,1
8047,.62162161
22306,.63157892
26157,.8918919
2577,.875
7638,.62
9639,.90909094
20090,.42105263
530,.62068963
22658,.74074072
602,1
3907,.81818181
24302,.5
3112,.8888889
10729,.76363635
40231,.40000001
4195,.7368421
3069,.9285714
15570,.73170733
24906,1
521,.64999998
10772,.39583334
1765,.76923078
2364,.85714287
26501,.69230771
11687,.86956519
1164,.76923078
10268,.67567569
3402,.78571427
18075,.78947371
368,.5
13188,.44827586
10291,.72727275
7355,.58333331
7654,.70588237
4188,.89999998
5585,.75
5746,.81481481
6268,1
25539,.84210527
5224,.90625
31432,.71875
1593,.70588237
7244,.86666667
2615,.55000001
4497,.61538464
10385,.66666669
9547,.73333335
9168,.60784316
1269,.61904764
1352,.77142859
16494,.5
6456,1
1291,.29166666
